,Unnamed: 0,ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effect,fair,confpolice,antisoc
2913,2913,136431170.0,Male,77.0,7,White,Other,1.0,5.0,0.0,0.4319542569675432,,-1.100497894198907,-1.22
2914,2914,136431250.0,Female,54.0,4,White,ALevel,5.0,3.0,0.0,-0.1769709821302773,-0.0176652411163033,-1.5269115460472702,0.23
2915,2915,136431290.0,Male,25.0,2,Chinese or other,University,1.0,3.0,0.0,1.2904390202857825,-0.3116363406555395,-0.3491976504660765,0.07
2916,2916,136432010.0,Male,60.0,5,White,,6.0,2.0,1.0,0.402007114061093,2.01985858672461,1.4579840168912723,0.78
2917,2917,136432050.0,Female,74.0,6,White,,5.0,1.0,0.0,-0.1470238392238272,,-1.5370642520436597,0.23
2918,2918,136432170.0,Male,66.0,6,White,ALevel,3.0,1.0,0.0,-0.7359843163840144,0.3675382686247648,0.0873687073786762,1.23
2919,2919,136432290.0,Male,72.0,6,White,University,1.0,5.0,0.0,,,-0.613168006372206,0.18
2920,2920,136433010.0,Female,60.0,5,White,GCSE,3.0,2.0,0.0,1.000949972190097,0.6108246958296498,0.3005755333028579,0.21
2921,2921,136433050.0,Male,46.0,4,White,,3.0,1.0,0.0,-0.7559490783216478,0.0431563656849179,0.5543931832125979,1.4
2922,2922,136433090.0,Female,67.0,6,White,,5.0,3.0,0.0,-1.0454381264173331,,-0.613168006372206,0.01
2923,2923,136433130.0,Male,64.0,5,White,University,2.0,3.0,1.0,,,0.0569105893895074,0.7
2924,2924,136433170.0,Female,42.0,3,White,ALevel,2.0,3.0,0.0,0.1324828279030413,1.371094780844916,0.3107282392992475,2.02
2925,2925,136433210.0,Male,29.0,2,White,University,7.0,1.0,1.0,0.4219718759987265,-0.5143750299929439,0.3411863572884163,0.77
2926,2926,136433250.0,Female,82.0,7,White,ALevel,4.0,1.0,0.0,-1.0554205073861498,0.4080860064922456,-0.613168006372206,0.05
2927,2927,136433290.0,Male,34.0,2,White,ALevel,5.0,1.0,0.0,-0.4764424111947792,0.3371274652241541,0.7168364791548315,0.75
2928,2928,136434010.0,Female,44.0,3,White,University,2.0,1.0,0.0,,,-0.3593503564624661,0.01
2929,2929,136434050.0,Male,16.0,1,White,GCSE,3.0,1.0,0.0,-0.7559490783216478,-1.4875207388124845,-0.8162221262999981,0.95
2930,2930,136434130.0,Female,75.0,7,White,Other,1.0,1.0,0.0,0.7414080670008619,3.2565645916827757,-0.8162221262999981,1.14
2931,2931,136434170.0,Male,57.0,5,White,,6.0,1.0,0.0,1.559963306443834,1.7867090939865948,1.721954372797402,1.0
2932,2932,136434210.0,Male,69.0,6,White,GCSE,5.0,2.0,0.0,,,-0.1562962365346741,-1.22
2933,2933,136434250.0,Female,67.0,6,White,,5.0,1.0,0.0,,,0.3005755333028579,-0.73
2934,2934,136434290.0,Male,48.0,4,White,University,1.0,1.0,1.0,0.3920247330922763,-1.0313586878033247,1.315846132941818,1.41
2935,2935,136435010.0,Female,53.0,4,White,University,2.0,3.0,0.0,,,-0.1461435305382845,-1.22
2936,2936,136435090.0,Female,37.0,3,White,University,1.0,4.0,0.0,-0.1769709821302773,0.519592285627818,0.0873687073786762,1.47
2937,2937,136435130.0,Male,33.0,2,White,GCSE,1.0,3.0,0.0,,,1.01126495305013,-0.25
2938,2938,136435170.0,Male,51.0,4,White,ALevel,3.0,4.0,0.0,-0.7759138402592812,-0.899578539734012,-0.3593503564624661,0.01
2939,2939,136435210.0,Male,31.0,2,White,University,1.0,4.0,0.0,1.0209147341277305,,-0.4202665924408038,-0.94
2940,2940,136435250.0,Female,49.0,4,White,Other,5.0,1.0,0.0,-0.4764424111947792,-0.3623210129898906,1.9656193167107523,1.89
2941,2941,136435330.0,Female,37.0,3,White,University,1.0,3.0,0.0,,,-0.866985656281946,-1.0
2942,2942,136436010.0,Male,42.0,3,White,,5.0,1.0,0.0,0.96102044831483,,1.0518757770356884,-1.22
2943,2943,136436130.0,Female,53.0,4,,University,1.0,2.0,1.0,0.1225004469342246,,2.02653555268909,1.19
2944,2944,136436170.0,Female,22.0,1,White,University,1.0,2.0,0.0,-0.1769709821302773,,1.2752353089562596,-0.02
2945,2945,136436210.0,Female,22.0,1,Chinese or other,University,7.0,2.0,0.0,-1.6443809845463369,,-1.7807291959570102,-0.47
2946,2946,136437010.0,Male,32.0,2,White,ALevel,5.0,2.0,0.0,0.4219718759987265,-1.1023172290714165,-0.5624044763902581,0.48
2947,2947,136437050.0,Male,80.0,7,White,GCSE,4.0,3.0,0.0,0.1524475898406747,0.6716463026308712,-1.3340101321158675,
2948,2948,136437170.0,Male,43.0,3,White,GCSE,3.0,2.0,1.0,-0.4764424111947792,0.1952103826879711,0.1076741193714554,1.02
2949,2949,136437250.0,Female,26.0,2,White,GCSE,2.0,2.0,0.0,-0.486424792163596,-0.0886237823843948,0.6254621251873251,1.42
2950,2950,136437290.0,Male,87.0,7,White,,4.0,2.0,0.0,,,-0.6639315363541541,
2951,2951,136438090.0,Male,66.0,6,White,,4.0,1.0,0.0,2.1688885455416544,-0.2812255372549289,3.640815806115037,1.66
2952,2952,136438250.0,Male,23.0,1,White,University,4.0,3.0,0.0,,0.5601400234952989,0.270117415313689,0.54
2953,2953,136439010.0,Female,58.0,5,White,,5.0,1.0,0.0,0.3820423521234596,,-0.1461435305382845,0.01
2954,2954,136439050.0,Male,45.0,4,White,University,1.0,1.0,0.0,0.3620775901858261,0.4891814822272073,-0.3593503564624661,0.97
2955,2955,136439090.0,Female,54.0,4,White,GCSE,4.0,1.0,0.0,,0.3675382686247648,0.3107282392992475,0.97
2956,2956,136439170.0,Female,51.0,4,White,GCSE,6.0,1.0,0.0,,,,-1.22
2957,2957,136439210.0,Male,45.0,4,White,University,1.0,2.0,0.0,0.1225004469342246,,-0.6334734183649853,0.44
2958,2958,136439250.0,Male,60.0,5,White,,5.0,1.0,0.0,,0.9858912711038478,-0.1867543545238429,-0.79
2959,2959,136440010.0,Female,36.0,3,White,University,5.0,2.0,0.0,-0.4764424111947792,-0.6968398503966078,0.5543931832125979,-0.78
2960,2960,136440050.0,Female,46.0,4,White,GCSE,5.0,1.0,1.0,-0.486424792163596,-0.6968398503966078,-0.613168006372206,1.09
2961,2961,136440090.0,Male,22.0,1,White,University,5.0,2.0,0.0,0.7114609240944116,-0.8793046708002716,-1.7807291959570102,0.01
2962,2962,136440130.0,Female,79.0,7,White,,1.0,3.0,0.0,1.6198575922567342,,0.0467578833931178,-1.0
2963,2963,136440210.0,Female,71.0,6,White,,1.0,5.0,0.0,-0.4964071731324128,-0.3623210129898906,-0.1562962365346741,-1.0
2964,2964,136440250.0,Male,70.0,6,White,Other,4.0,4.0,0.0,,,-0.1461435305382845,0.56
2965,2965,136441090.0,Female,75.0,7,White,Other,1.0,3.0,0.0,,,-0.4202665924408038,-1.0
2966,2966,136441130.0,Female,37.0,3,White,ALevel,2.0,3.0,0.0,0.1324828279030413,0.002608627817437,1.2447771909670908,-1.22
2967,2967,136441170.0,Female,35.0,3,White,University,1.0,3.0,0.0,,-0.5143750299929439,-0.1461435305382845,1.94
2968,2968,136441210.0,Male,37.0,3,White,ALevel,4.0,4.0,0.0,-0.7759138402592812,,0.8386689511115067,0.45
2969,2969,136441290.0,Female,76.0,7,White,Other,1.0,3.0,0.0,1.0209147341277305,1.1582191570406415,-0.3593503564624661,-0.95
2970,2970,136442010.0,Female,19.0,1,White,University,6.0,2.0,1.0,0.7114609240944116,,2.919973680371375,0.93
2971,2971,136442050.0,Female,19.0,1,White,,3.0,1.0,0.0,,-0.0278021755831735,0.5848513012017668,-0.25
2972,2972,136442170.0,Male,48.0,4,White,,3.0,2.0,0.0,-1.3349271745130182,,-0.1664489425310637,-0.24
2973,2973,136442210.0,Female,17.0,1,White,GCSE,1.0,4.0,0.0,-1.9238876516732053,,-0.5827098883830374,1.32
2974,2974,136442250.0,Female,77.0,7,White,GCSE,2.0,5.0,1.0,1.0209147341277305,1.0061651400375882,,0.28
2975,2975,136442290.0,Female,65.0,6,White,University,1.0,5.0,0.0,0.402007114061093,-0.473827292125463,-0.1461435305382845,0.5
2976,2976,136443010.0,Male,39.0,3,White,University,5.0,1.0,0.0,1.8793994974459691,2.0705432590589603,2.2194369666204925,1.93
2977,2977,136443090.0,Female,88.0,7,White,Other,2.0,3.0,0.0,1.000949972190097,,-0.6030153003758165,0.67
2978,2978,136443210.0,Female,88.0,7,White,,5.0,1.0,0.0,,,0.9808068350609612,0.69
2979,2979,136443250.0,Female,77.0,7,White,,5.0,1.0,0.0,1.000949972190097,1.4420533221130074,2.067146376674648,0.98
2980,2980,136443290.0,Male,45.0,4,White,ALevel,5.0,1.0,0.0,-1.0753852693237833,-0.1798561925862268,-0.613168006372206,0.24
2981,2981,136444010.0,Male,32.0,2,White,University,1.0,3.0,0.0,0.7214433050632284,1.5332857323148394,0.9808068350609612,0.25
2982,2982,136444050.0,Male,73.0,6,Black or Black British,,5.0,4.0,0.0,,,-0.1562962365346741,-0.54
2983,2983,136444170.0,Male,44.0,3,White,University,1.0,1.0,1.0,0.0825709230589576,-0.3623210129898906,-0.5827098883830374,1.74
2984,2984,136444210.0,Female,50.0,4,White,GCSE,1.0,3.0,1.0,-0.4764424111947792,,-0.1562962365346741,-0.43
2985,2985,136444250.0,Female,52.0,4,White,GCSE,3.0,4.0,0.0,-0.4564776492571459,,-0.3593503564624661,-0.46
2986,2986,136445050.0,Male,75.0,7,White,,4.0,3.0,0.0,0.4519190189051767,,0.2904228273064683,2.41
2987,2987,136445090.0,Female,20.0,1,White,ALevel,7.0,2.0,0.0,-0.4764424111947792,-0.3319102095892799,0.1381322373606242,0.79
2988,2988,136445210.0,Female,52.0,4,White,University,3.0,2.0,0.0,-0.1470238392238272,0.7831525817664435,-0.613168006372206,-1.22
2989,2989,136445250.0,Female,44.0,3,White,ALevel,4.0,3.0,0.0,,,-0.1156854125491157,0.21
2990,2990,136446090.0,Male,64.0,5,White,University,1.0,3.0,0.0,0.1125180659654078,,0.7980581271259483,0.23
2991,2991,136446130.0,Male,79.0,7,White,Other,3.0,3.0,0.0,,-0.2710886027880587,-0.1562962365346741,-0.94
2992,2992,136446210.0,Female,58.0,5,White,GCSE,4.0,4.0,0.0,0.701478543125595,0.0330194312180477,-0.1562962365346741,0.37
2993,2993,136446250.0,Female,85.0,7,White,,5.0,3.0,0.0,,-0.5447858333935546,,-1.0
2994,2994,136447010.0,Female,62.0,5,White,,4.0,1.0,0.0,-1.0454381264173331,,1.5087475468732203,1.88
2995,2995,136447050.0,Male,60.0,5,White,,5.0,1.0,0.0,-0.1570062201926439,0.0431563656849179,0.9706541290645716,0.23
2996,2996,136447090.0,Female,82.0,7,White,,5.0,2.0,0.0,0.7513904479696787,,0.1381322373606242,0.74
2997,2997,136447210.0,Female,63.0,5,White,,1.0,2.0,0.0,-0.4065657444130622,0.2458950550223222,-0.5725571823866478,-0.5
2998,2998,136447250.0,Male,86.0,7,White,,5.0,5.0,0.0,0.1324828279030413,,0.1381322373606242,-0.95
2999,2999,136447290.0,Female,67.0,6,White,University,2.0,3.0,0.0,-0.4764424111947792,1.5231487978479692,0.5543931832125979,1.95
3000,3000,136448090.0,Male,56.0,5,White,,4.0,1.0,0.0,,-0.9604001465352332,-1.7807291959570102,-1.22
3001,3001,136448130.0,Male,56.0,5,White,GCSE,2.0,2.0,0.0,0.6815137811879615,1.1582191570406415,-0.3288922384732973,2.08
3002,3002,136448170.0,Male,38.0,3,White,,6.0,1.0,0.0,-1.3449095554818349,-0.8793046708002716,0.067063295385897,1.18
3003,3003,136448210.0,Female,62.0,5,White,Other,5.0,1.0,0.0,0.7114609240944116,,0.7980581271259483,-0.48
3004,3004,136448250.0,Male,42.0,3,White,,5.0,1.0,0.0,0.3820423521234596,,-0.8872910682747253,-1.22
3005,3005,136448290.0,Female,44.0,3,White,GCSE,5.0,3.0,0.0,0.44193663793636,,-0.9380545982566734,-0.27
3006,3006,136449010.0,Male,87.0,7,White,GCSE,1.0,4.0,1.0,1.3104037822234156,0.2154842516217115,-0.6842369483469333,-1.22
3007,3007,136449080.0,Female,34.0,2,White,GCSE,5.0,2.0,0.0,-0.486424792163596,-1.2543712460744694,-1.0801924822061275,-0.79
3008,3008,136449090.0,Male,66.0,6,White,,5.0,1.0,0.0,-1.3449095554818349,,-0.3593503564624661,-1.22
3009,3009,136449170.0,Female,66.0,6,White,,1.0,2.0,0.0,-1.3449095554818349,,-0.8162221262999981,-1.22
3010,3010,136450010.0,Female,34.0,2,White,University,1.0,3.0,0.0,,-0.3623210129898906,-0.8365275382927774,-0.23
3011,3011,136450050.0,Female,26.0,2,White,University,1.0,5.0,0.0,-1.0554205073861498,,-0.3999611804480245,-1.22
3012,3012,136450090.0,Female,54.0,4,White,University,3.0,4.0,0.0,-1.0554205073861498,-1.0313586878033247,-0.3593503564624661,-0.21
3013,3013,136450170.0,Female,57.0,5,White,University,3.0,5.0,0.0,-0.1769709821302773,,0.7980581271259483,-0.94
3014,3014,136450210.0,Female,82.0,7,White,,2.0,5.0,0.0,0.4219718759987265,,-0.3593503564624661,
3015,3015,136450250.0,Female,45.0,4,White,University,3.0,5.0,0.0,-0.1570062201926439,,-0.3593503564624661,
3016,3016,136450290.0,Female,66.0,6,White,,3.0,5.0,1.0,,,-0.1156854125491157,-1.22
3017,3017,136451010.0,Female,34.0,2,Asian or Asian British,GCSE,3.0,1.0,0.0,0.1025356849965911,,1.51890025286961,2.19
3018,3018,136451050.0,Female,32.0,2,Asian or Asian British,,6.0,1.0,0.0,,,-1.2832466021339195,0.44
3019,3019,136451090.0,Female,31.0,2,White,ALevel,5.0,2.0,1.0,2.1688885455416544,2.263145013929495,3.640815806115037,3.42
3020,3020,136451130.0,Female,42.0,3,Asian or Asian British,,3.0,1.0,1.0,,,0.3411863572884163,0.23
3021,3021,136451170.0,Male,53.0,4,White,,5.0,1.0,0.0,1.040879496065364,-0.5447858333935546,-0.1562962365346741,1.19
3022,3022,136451330.0,Female,47.0,4,Asian or Asian British,,5.0,1.0,0.0,,,0.4528661232487018,1.8
3023,3023,136452010.0,Female,20.0,1,White,University,7.0,1.0,0.0,-1.3548919364506518,-0.6056074401947757,-1.0700397762097382,0.26
3024,3024,136452090.0,Male,37.0,3,White,Other,5.0,2.0,0.0,-1.3449095554818349,-0.6968398503966078,-0.3593503564624661,0.01
3025,3025,136452130.0,Male,71.0,6,White,,2.0,1.0,0.0,-0.4664600302259626,0.0330194312180477,0.5543931832125979,-0.78
3026,3026,136452170.0,Female,54.0,4,White,University,1.0,3.0,0.0,-0.1769709821302773,1.036575943438199,0.7980581271259483,0.21
3027,3027,136452330.0,Male,42.0,3,White,,5.0,1.0,1.0,0.1125180659654078,0.9453435332363668,2.930126386367764,0.26
3028,3028,136453010.0,Female,32.0,2,White,,5.0,5.0,0.0,-1.6443809845463369,,-0.1156854125491157,0.53
3029,3029,136453050.0,Female,60.0,5,White,GCSE,2.0,5.0,1.0,-0.1769709821302773,0.3675382686247648,-0.3593503564624661,0.3
3030,3030,136453090.0,Female,67.0,6,White,GCSE,5.0,5.0,1.0,0.1724123517783082,0.9149327298357564,-0.5725571823866478,-1.0
3031,3031,136453130.0,Male,43.0,3,White,,5.0,3.0,0.0,-0.4564776492571459,0.6006877613627797,0.0975214133750658,0.8
3032,3032,136453210.0,Female,44.0,3,Mixed,University,1.0,3.0,1.0,-1.0354557454485165,0.0431563656849179,0.0873687073786762,-0.21
3033,3033,136453290.0,Female,85.0,7,White,GCSE,1.0,3.0,1.0,,,-0.3085868264805181,
3034,3034,136454010.0,Male,19.0,1,White,GCSE,5.0,3.0,0.0,-2.2533062236441577,-1.4875207388124845,-1.7807291959570102,-1.0
3035,3035,136454050.0,Male,58.0,5,White,University,1.0,3.0,0.0,1.889381878414786,0.661509368164001,1.315846132941818,-0.57
3036,3036,136454090.0,Male,64.0,5,White,,3.0,4.0,0.0,-0.1570062201926439,1.8880784386552971,-1.1106506001952965,-0.74
3037,3037,136454170.0,Female,31.0,2,White,ALevel,5.0,1.0,0.0,-0.1769709821302773,-0.5143750299929439,-0.3593503564624661,0.51
3038,3038,136454250.0,Male,62.0,5,White,University,5.0,3.0,1.0,1.5499809254750172,1.705613618251633,1.234624484970701,-0.73
3039,3039,136454290.0,Male,69.0,6,White,University,1.0,5.0,0.0,-0.7559490783216478,-0.0075283066494331,0.1381322373606242,-1.22
3040,3040,136455050.0,Male,43.0,3,Asian or Asian British,GCSE,3.0,1.0,1.0,,-1.0617694912039355,3.894633456024776,1.42
3041,3041,136455090.0,Female,24.0,1,White,University,4.0,4.0,0.0,,0.519592285627818,-0.3593503564624661,0.31
3042,3042,136455130.0,Female,40.0,3,White,University,1.0,4.0,0.0,0.1025356849965911,0.4080860064922456,0.3411863572884163,0.02
3043,3043,136455290.0,Male,26.0,2,Mixed,GCSE,3.0,2.0,0.0,0.0725885420901409,1.1886299604412522,1.0518757770356884,-1.0
3044,3044,136456050.0,Female,69.0,6,White,Other,1.0,5.0,0.0,-0.1769709821302773,,-0.1562962365346741,-0.46
3045,3045,136456090.0,Female,70.0,6,White,University,1.0,5.0,0.0,0.4219718759987265,,-0.1258381185455053,-1.22
3046,3046,136456130.0,Male,56.0,5,Chinese or other,University,1.0,5.0,0.0,0.661549019250328,0.4283598754259861,,
3047,3047,136456170.0,Male,68.0,6,White,University,1.0,5.0,0.0,-1.0554205073861498,-0.8793046708002716,-0.3593503564624661,0.01
3048,3048,136456210.0,Female,79.0,7,White,University,1.0,5.0,0.0,2.1688885455416544,2.49629450666751,1.2955407209490388,
3049,3049,136456250.0,Female,42.0,3,White,University,1.0,5.0,1.0,0.402007114061093,,-0.1055327065527261,-0.78
3050,3050,136457010.0,Male,45.0,4,Asian or Asian British,University,3.0,1.0,0.0,,,-1.0395816582205692,1.67
3051,3051,136457050.0,Female,54.0,4,Asian or Asian British,GCSE,4.0,3.0,0.0,-1.6244162226087036,,-1.2832466021339195,-0.69
3052,3052,136457090.0,Male,47.0,4,White,ALevel,1.0,4.0,0.0,0.3920247330922763,-0.5143750299929439,-0.1562962365346741,0.01
3053,3053,136457170.0,Female,59.0,5,White,,5.0,5.0,0.0,-1.0454381264173331,,-0.5827098883830374,-1.22
3054,3054,136457210.0,Female,43.0,3,White,University,1.0,5.0,1.0,1.6098752112879178,,1.0518757770356884,0.51
3055,3055,136457290.0,Female,76.0,7,White,University,6.0,4.0,0.0,,0.0431563656849179,0.1076741193714554,0.04
3056,3056,136458010.0,Male,78.0,7,White,Other,5.0,4.0,1.0,-0.1669886011614606,-0.8793046708002716,0.2599647093172995,-0.45
3057,3057,136458130.0,Female,68.0,6,White,University,1.0,5.0,0.0,0.1125180659654078,-0.2710886027880587,-0.8771383622783356,-0.43
3058,3058,136458170.0,Male,85.0,7,White,,3.0,5.0,0.0,0.4119894950299098,0.0431563656849179,0.0569105893895074,-0.27
3059,3059,136458290.0,Male,82.0,7,White,University,1.0,5.0,0.0,,-0.6968398503966078,-0.1562962365346741,0.53
3060,3060,136459050.0,Male,42.0,3,White,University,1.0,3.0,1.0,1.300421401254599,,0.0873687073786762,0.98
3061,3061,136459090.0,Female,67.0,6,White,,5.0,2.0,0.0,0.4119894950299098,0.002608627817437,0.0975214133750658,1.68
3062,3062,136459170.0,Female,52.0,4,White,GCSE,1.0,2.0,0.0,1.0209147341277305,1.279862370643084,0.3716444752775851,0.21
3063,3063,136459210.0,Female,54.0,4,White,University,1.0,4.0,1.0,0.4119894950299098,-0.3623210129898906,0.0975214133750658,-1.0
3064,3064,136459250.0,Female,82.0,7,White,,2.0,5.0,0.0,0.6914961621567782,2.263145013929495,0.5036296532306499,-1.22
3065,3065,136459290.0,Male,68.0,6,White,ALevel,1.0,4.0,0.0,-0.4365128873195124,0.4080860064922456,-0.3593503564624661,-0.99
3066,3066,136460010.0,Female,68.0,6,White,University,1.0,4.0,0.0,1.3403509251298658,0.3269905307572839,-1.7807291959570102,-1.22
3067,3067,136460050.0,Female,45.0,4,White,GCSE,4.0,4.0,0.0,-0.4764424111947792,-0.4839642265923332,-0.1156854125491157,0.75
3068,3068,136460130.0,Male,77.0,7,White,University,2.0,4.0,0.0,,,-0.6639315363541541,-1.22
3069,3069,136460210.0,Female,42.0,3,White,ALevel,3.0,5.0,0.0,,-2.9472393020417953,-1.7807291959570102,-1.22
3070,3070,136461010.0,Male,41.0,3,White,,3.0,2.0,0.0,,-1.477383804345614,-1.5776750760292182,-1.0
3071,3071,136461050.0,Male,33.0,2,Asian or Asian British,University,1.0,2.0,0.0,,,-0.3593503564624661,-0.95
3072,3072,136461130.0,Male,31.0,2,White,University,1.0,1.0,0.0,,,-0.0649218825671677,0.66
3073,3073,136461170.0,Female,57.0,5,White,GCSE,3.0,3.0,0.0,0.7114609240944116,-0.3623210129898906,0.7980581271259483,0.23
3074,3074,136461210.0,Female,47.0,4,White,Other,1.0,3.0,0.0,0.6815137811879615,,0.5746985952053771,0.26
3075,3075,136461290.0,Male,67.0,6,White,Other,5.0,3.0,1.0,,-0.8793046708002716,-0.8365275382927774,1.2
3076,3076,136462010.0,Female,27.0,2,White,GCSE,5.0,4.0,0.0,-0.4365128873195124,-0.615744374661646,0.1076741193714554,1.45
3077,3077,136462090.0,Female,71.0,6,White,GCSE,2.0,2.0,0.0,-0.4964071731324128,,-0.4202665924408038,0.03
3078,3078,136462130.0,Male,42.0,3,Chinese or other,Other,4.0,2.0,0.0,-1.6543633655151535,-2.5823096612344676,-1.5776750760292182,-0.51
3079,3079,136462210.0,Female,26.0,2,White,University,1.0,3.0,0.0,-0.4764424111947792,,0.0975214133750658,0.49
3080,3080,136462250.0,Female,53.0,4,White,University,1.0,3.0,1.0,,0.1952103826879711,-1.5675223700328285,-0.77
3081,3081,136463170.0,Male,27.0,2,White,University,5.0,5.0,1.0,-0.1769709821302773,,0.5746985952053771,0.47
3082,3082,136463210.0,Female,74.0,6,White,ALevel,2.0,5.0,0.0,,,0.0873687073786762,0.23
3083,3083,136463250.0,Male,41.0,3,White,University,1.0,5.0,0.0,-1.3349271745130182,-0.6056074401947757,-1.3340101321158675,-0.25
3084,3084,136463290.0,Male,46.0,4,White,,6.0,4.0,1.0,-0.4764424111947792,-0.3927318163905012,-0.1156854125491157,2.25
3085,3085,136464050.0,Female,64.0,5,White,University,1.0,1.0,0.0,,,-1.7807291959570102,2.84
3086,3086,136464090.0,Male,61.0,5,White,University,1.0,5.0,0.0,0.7214433050632284,0.377675203091635,-0.1156854125491157,-0.72
3087,3087,136464130.0,Male,24.0,1,White,,5.0,3.0,0.0,,,0.3513390632848059,-0.79
3088,3088,136464210.0,Female,57.0,5,White,,5.0,1.0,1.0,-1.3449095554818349,,1.5087475468732203,0.27
3089,3089,136464290.0,Female,48.0,4,White,GCSE,5.0,3.0,0.0,-0.1669886011614606,0.4080860064922456,-0.3593503564624661,0.74
3090,3090,136465010.0,Female,68.0,6,White,,2.0,2.0,0.0,,0.9656174021701074,0.5543931832125979,-1.0
3091,3091,136465050.0,Female,26.0,2,White,ALevel,4.0,2.0,0.0,,,0.5543931832125979,-1.22
3092,3092,136465090.0,Male,29.0,2,White,ALevel,2.0,5.0,1.0,-0.1769709821302773,,0.0873687073786762,0.23
3093,3093,136465170.0,Female,36.0,3,White,University,4.0,4.0,0.0,-0.4764424111947792,,-0.1562962365346741,0.66
3094,3094,136465250.0,Male,42.0,3,White,University,3.0,5.0,0.0,-0.7759138402592812,,-0.3593503564624661,-0.32
3095,3095,136466050.0,Female,26.0,2,White,,6.0,1.0,0.0,,,-0.3593503564624661,1.82
3096,3096,136466090.0,Female,37.0,3,White,University,1.0,1.0,1.0,1.889381878414786,1.371094780844916,1.01126495305013,2.44
3097,3097,136466170.0,Female,34.0,2,White,ALevel,4.0,2.0,0.0,-1.0554205073861498,-0.8488938673996609,-0.3593503564624661,-0.97
3098,3098,136466290.0,Male,59.0,5,White,Other,5.0,4.0,0.0,0.4119894950299098,,0.7980581271259483,
3099,3099,136467010.0,Male,53.0,4,White,,5.0,5.0,0.0,0.7414080670008619,-0.4231426197911119,-1.354315544108647,0.45
3100,3100,136467090.0,Female,29.0,2,Asian or Asian British,,1.0,5.0,1.0,-0.7759138402592812,-0.3927318163905012,-0.3593503564624661,1.04
3101,3101,136467250.0,Male,48.0,4,Asian or Asian British,,3.0,5.0,0.0,0.6415842573126946,-0.5143750299929439,1.234624484970701,-0.94
3102,3102,136467290.0,Male,66.0,6,White,University,1.0,5.0,0.0,1.260491877379332,,1.5595110768551683,-0.97
3103,3103,136468010.0,Female,28.0,2,White,,5.0,1.0,1.0,-0.745966697352831,0.3067166618235435,1.0417230710392988,2.9
3104,3104,136468050.0,Male,58.0,5,White,,1.0,1.0,0.0,0.6914961621567782,0.5601400234952989,0.960501423068182,
3105,3105,136468130.0,Female,78.0,7,White,ALevel,1.0,3.0,0.0,-1.015490983510883,,-0.1156854125491157,-1.22
3106,3106,136468170.0,Male,18.0,1,White,GCSE,1.0,3.0,1.0,,0.5297292200946881,2.4631019105338425,0.99
3107,3107,136468250.0,Male,62.0,5,White,GCSE,2.0,1.0,0.0,,1.07712368130568,-0.3593503564624661,0.67
3108,3108,136468290.0,Female,20.0,1,White,University,5.0,1.0,0.0,,,2.2600477906060505,
3109,3109,136469010.0,Female,71.0,6,White,Other,6.0,3.0,0.0,,,,-1.22
3110,3110,136469090.0,Male,74.0,6,White,,5.0,2.0,0.0,,,,-1.22
3111,3111,136469130.0,Male,32.0,2,White,GCSE,4.0,2.0,0.0,0.0925533040277744,0.002608627817437,,-1.22
3112,3112,136469170.0,Female,54.0,4,White,GCSE,1.0,3.0,0.0,-0.1570062201926439,-0.6968398503966078,-0.3593503564624661,0.81
3113,3113,136469210.0,Male,59.0,5,White,ALevel,3.0,2.0,0.0,,,-0.3593503564624661,-1.0
3114,3114,136469250.0,Female,29.0,2,White,ALevel,5.0,2.0,0.0,0.1324828279030413,0.002608627817437,-1.5675223700328285,-0.5
3115,3115,136470010.0,Female,66.0,6,White,University,1.0,3.0,0.0,-0.745966697352831,-0.8793046708002716,-0.1562962365346741,-1.22
3116,3116,136470050.0,Male,28.0,2,White,ALevel,2.0,3.0,1.0,,-1.1124541635382863,0.2904228273064683,0.23
3117,3117,136470130.0,Female,20.0,1,White,GCSE,1.0,3.0,1.0,1.2804566393169654,0.661509368164001,1.3056934269454283,-1.0
3118,3118,136470210.0,Male,68.0,6,White,ALevel,3.0,2.0,0.0,1.3104037822234156,,,-0.79
3119,3119,136470250.0,Female,22.0,1,White,University,3.0,2.0,0.0,,,-0.3999611804480245,-0.97
3120,3120,136470290.0,Male,77.0,7,White,Other,4.0,2.0,0.0,1.6198575922567342,1.371094780844916,-0.3593503564624661,-1.0
3121,3121,136471010.0,Male,81.0,7,White,,5.0,2.0,0.0,,,-1.0903451882025177,
3122,3122,136471050.0,Male,18.0,1,White,GCSE,5.0,1.0,0.0,-1.5844866987334365,-1.3962883286106524,-1.5370642520436597,2.28
3123,3123,136471130.0,Female,56.0,5,White,ALevel,5.0,4.0,0.0,1.3104037822234156,,-1.1715668361736342,1.43
3124,3124,136471170.0,Female,32.0,2,White,University,1.0,3.0,1.0,2.1688885455416544,,2.6255452064760765,1.79
3125,3125,136471210.0,Female,51.0,4,White,ALevel,3.0,2.0,0.0,,,,-0.56
3126,3126,136471250.0,Male,73.0,6,White,ALevel,1.0,2.0,0.0,2.1688885455416544,1.55355960124858,2.706766854447193,0.28
3127,3127,136471290.0,Female,53.0,4,White,ALevel,1.0,2.0,0.0,,-1.0617694912039355,,-0.7
3128,3128,136472010.0,Female,39.0,3,White,GCSE,2.0,3.0,0.0,-2.5328128907710257,-0.9502632120683632,-1.0801924822061275,-0.78
