ID,Sex,Age,AgeGroup,EthicGroup,Education,SES,DeprivationIndex,bcsvictim,effectx,fairx,confx,antisocx
136071090,1,53,4,1,4,1,2,0,1.328470469, , , 
136071130,1,42,3,1,3,5,1,0,-0.761672378, , ,0.824434698
136071210,2,29,2,1,4,1,4,0, , ,-0.116450056,-1.215266705
136071250,1,58,5,1,4,1,4,0,0.419497728,0.261451602,0.823537827,-0.449466109
136072010,1,73,6,1,3,4,1,0,0.162629426,-0.433217078,-0.08240407,2.460783005
136072050,2,81,7,1,1,3,1,0, , ,-0.323983341, 
136072090,2,76,7,1,1,6,1,1, , ,-0.774216354, 
136072170,1,85,7,1,3,5,1,0,0.707034409, ,-0.079178549,0.528007925
136072250,1,65,6,1,4,1,1,0,-0.439502627,0.1935509,-0.574948549,1.996910453
136072290,2,62,5,1,5,5,1,0,1.286594629, ,1.310482144,0.675584972
136072330,1,82,7,1,1,1,1,0,1.562553644,1.603737712,2.467389107,1.529870987
136073090,2,78,7,1,4,4,3,0,-1.326757193, ,-0.369520336,-0.725520074
136073130,2,77,7,1,2,3,4,0,-0.169225946, ,-0.323983341, 
136073170,2,20,1,1,3,5,3,0,-1.060483813,-1.696904659,-1.070158362,0.526098192
136073210,2,37,3,1,2,1,3,1,2.178919554,1.531676769,2.023998737,3.41788435
136073250,1,43,3,3,1,4,2,0,-3.099345684, ,-1.477664948,-1.00174284
136074010,1,32,2,3,3,1,4,0, , ,-0.523251176,0.415814549
136074090,1,69,6,1,1,3,2,0,-1.956289768,-1.908590078,-1.722469687,-1.215266705
136074170,2,20,1,1,2,5,2,0,1.61383462, ,1.444613695,1.170174122
136075010,1,82,7,1,1,3,5,0,-1.339923978,0.307993054,0.074552298,-1.215266705
136075050,2,49,4,1,2,1,5,0,1.34756124, ,-0.568788171,-1.00174284
136075170,1,76,7,1,1,5,4,0, ,0.445866615,-0.164776683,-0.998238802
136075250,1,44,3,1,4,1,4,0, , ,-0.494681001,-1.215266705
136075330,2,54,4,1,4,1,4,0,-0.467756838,-1.213921428,-0.113079309,-1.215266705
136076010,2,68,6,1,1,1,3,0,-0.752267301,-0.679099798,-0.323983341,0.485937834
136076130,1,17,1,1,1,1,2,0, , , , 
136076170,2,41,3,1,2,1,1,0,0.44206959, ,-0.323983341,1.240553617
136076210,1,64,5,4,3,5,1,0,0.143538713, ,1.074503064,-1.215266705
136076290,2,28,2,1,4,1,3,0,0.16769971,-0.582061112,-1.036257625,0.73060298
136077050,2,64,5,1,1,5,4,0,1.627001405,1.458612204,0.587558687,-0.167413145
136077090,2,40,3,1,3,5,1,0,0.391855597,-0.722854733,0.544260204,1.430113316
136077130,1,45,4,1,2,1,3,0,0.712104678,-0.195972845,0.129060194,1.021258593
136077290,2,23,1,1,4,6,5,1, , ,0.539232075,-0.749653161
136077330,2,49,4,1,4,1,2,1,0.708623528,0.484107554,1.100138307,-0.500811279
136078010,2,85,7,1,1,2,4,0,-1.041393042,-0.46741426,-1.722469687,-1.215266705
136078050,1,64,5,1,4,3,5,0,-0.140971735,-0.291504443,-0.819753349,0.467159718
136078090,1,24,1,1,4,5,5,0, , ,2.222024202,-0.733369648
136078130,2,59,5,1,2,1,5,0,-0.135901451, ,-0.819753349,-0.718095541
136078210,2,79,7,1,1,3,5,0,0.419497728,0.542206645,0.812461793,0.259634793
136078250,1,56,5,1,5,5,3,0,-0.169225946, ,0.367828965,-1.00174284
136078290,1,59,5,1,4,1,4,0,-0.145306528,0.53374064,1.074503064,-1.00174284
136078330,2,64,5,1,2,2,4,0,1.86615479, ,1.735640049,-0.788218856
136079010,1,34,2,1,2,1,5,1, , ,-0.574948549,-0.784714818
136079050,1,48,4,1,2,3,5,0, , ,-0.375680745,-0.950397611
136079090,2,77,7,1,4,1,5,0, , , , 
136079250,1,35,3,1,3,3,4,0, , ,0.12008927,-0.939043999
136079290,2,44,3,1,2,1,5,1, , ,0.086188518,0.505894184
136080010,1,17,1,1,2,4,4,1, , , ,1.497910857
136080050,2,42,3,1,1,2,4,0, , ,0.099627353,0.999392569
136080090,2,63,5,1,4,1,4,0,-0.467756838,-0.317196429,0.328328013,-0.212065324
136080130,2,31,2,1,4,1,4,0,-0.467756838,-1.008773565,-0.124715529,-1.00174284
136080170,2,58,5,1,4,3,4,0,0.121488981, ,0.319357097,-0.722016037
136080210,2,42,3,1,2,1,4,0,0.675299048, ,1.93434763,-1.215266705
136080250,1,55,5,1,2,3,5,0,-0.448666126, ,0.125689447,0.237352237
136081010,2,84,7,1,3,1,5,0,1.90296042,1.631047368,1.11456418,-0.252225667
136081050,1,71,6,1,4,1,5,0, ,1.054500222,0.074552298,0.494709373
136081130,1,31,2,1,4,1,4,0, ,-0.593691051,-0.073578373,-0.046382498
136081250,2,77,7,1,1,1,5,0,1.010635614,0.524842322,0.661105633,0.02892697
136081330,1,63,5,1,1,5,4,0,-1.331585884,-1.24615097,-0.113079309,0.443195403
136082010,2,75,7,1,5,1,3,0,-0.752267301, ,-0.323983341,-1.215266705
136082090,1,70,6,1,1,5,1,1,-0.169225946,0.403657913,-0.324543566,-0.990557969
136082130,2,76,7,1,1,1,3,0,1.604429603,0.230739579,0.28545633,0.419062287
136082170,2,64,5,1,1,5,2,0,1.35104239, , , 
136082210,1,43,3,1,4,1,1,0,-0.202792019, ,-0.323983341,0.229671434
136082250,2,78,7,1,1,5,1,0, ,0.548916638,0.766924858,-1.215266705
136082290,2,25,2,1,4,2,4,1,1.001472116, ,-1.722469687,-0.574694872
136083090,2,84,7,1,1,5,5,0,-1.956289768, ,-0.568788171,-1.215266705
136083170,1,32,2,1,4,1,5,0,-0.135901451, ,-0.081843846,0.00496266
136083210,1,55,5,1,3,1,5,0,-0.425027251, ,-0.323983341,-0.950397611
136084090,1,82,7,1,4,1,5,0, , ,0.137325674,-0.998238802
136084130,1,44,3,1,4,1,5,0,0.44206959,-0.533697307,-1.722469687,-1.215266705
136084250,1,49,4,3,4,1,3,0,1.334394455,0.411669433,-0.124715529,-0.05072809
136084290,2,54,4,1,4,1,5,0,0.713693798,-1.364139318,-1.278397083,-0.235942155
136085010,1,16,1,1,2,5,4,1,-1.330518842,-1.401388884,-0.124715529,0.980614424
136085050,1,31,2,1,2,5,4,0,-0.160062447,-0.679099798,1.126200438,-0.488288075
136085090,1,46,4,1,2,5,2,0,1.599359274,-0.1992082,0.162400723,-1.215266705
136085130,2,18,1,1,2,5,3,0,0.414882392,0.683958471,0.131165266,-0.788218856
136085210,1,29,2,3,4,5,2,0,-1.339923978,-1.340065002,-0.523251176,-0.160720155
136085250,1,22,1,1,3,5,2,1,-1.615882993,-1.008773565,-0.978960037,1.184862971
136085290,2,24,1,1,2,6,2,0,-0.160062447,-0.858555675,-0.323983341,1.244057655
136086010,2,51,4,1,4,1,3,0,1.590195775,1.274063945,1.980444908,-1.215266705
136086050,1,50,4,1,4,1,3,0,0.675299048,0.699134469,0.582103729,-0.777033985
136086090,1,72,6,1,4,1,3,0,0.149221078,0.1935509,1.304446101, 
136086130,2,60,5,1,2,4,4,0,0.419497728, , ,-1.215266705
136086170,1,49,4,1,4,5,3,0,-0.506151617,-1.034465551,-0.785852611,-1.215266705
136086210,2,34,2,1,1,1,3,0,-1.339923978,-0.528881967,-0.323983341,-1.00174284
136086250,1,69,6,1,4,1,4,0,0.434253663,0.278959632,0.377214879,-0.788218856
136087010,2,68,6,1,3,1,4,0,0.410334229,-0.197590515,-0.364044517,0.792877018
136087090,1,41,3,1,4,1,5,0,0.121488981, ,1.700752258,0.012643457
136087170,1,67,6,1,4,1,3,0, , , , 
136087210,1,45,4,1,4,1,4,0,-1.339923978,-1.220458984,-1.23552537, 
136087250,2,37,3,1,3,2,5,0, , ,-0.586584747,-0.263410479
136088010,2,53,4,1,2,1,1,0,0.419497728,1.509863019,2.222024202,1.24229455
136088050,1,30,2,1,3,1,3,0,0.684704125,0.427803665,0.180197358,0.221990645
136088130,2,36,3,2,4,2,3,1,0.106733076,0.157775223,0.09782473,0.454380214
136088210,1,47,4,1,2,5,4,0,0.745670736,0.036795486,-1.523201942,1.232872844
136089010,1,50,4,1,2,5,4,0, , ,-0.124715529,-0.484784037
136089050,1,24,1,1,1,3,3,0,1.599359274, ,-0.323983341,0.218486622
136089090,1,56,5,3,5,3,5,0, ,-0.679099798,-1.722469687,-1.215266705
136089130,2,77,7,3,1,2,5,0, , ,-0.113079309,-0.753157198
136089210,1,91,7,1,1,1,4,0,-1.615882993,-1.973399162,-1.722469687,-1.215266705
136089250,1,41,3,1,4,1,5,0,-2.230659723,-1.219085217,0.339964241,0.038430024
136089290,2,41,3,1,5,3,4,0,0.079090938,0.067274138,0.330993325,0.75271672
136090010,2,63,5,1,3,2,3,0,0.675299048,0.014094984,-0.375680745,-0.500980079
136090050,1,52,4,1,4,4,5,1,0.988063693,1.21287334,1.799655795,1.149801254
136090090,1,78,7,1,3,5,5,0, ,0.561887264,0.496360391,-1.215266705
136090130,2,56,5,1,2,3,4,0,1.010635614,0.337231129,-0.312347144,0.012643457
136090210,1,58,5,1,4,3,5,0,-0.196868077,0.518304765,0.575798094,0.727098942
136090290,1,50,4,3,4,1,5,0,-0.771358013,-0.747000456,-0.574948549,-0.998238802
136091090,2,26,2,1,3,2,1,1,1.90296042, ,1.017205477,3.119547844
136091250,1,28,2,1,5,6,1,0,0.997990906,0.005939717,2.173552275,0.66440016
136091290,2,51,4,1,4,2,3,1,2.178919554,2.072831392,-0.323983341,-4.86E-05
136092050,2,28,2,1,4,1,4,0,-0.145587087,-0.858555675,-0.081843846,0.00496266
136092090,2,58,5,1,1,3,4,0,1.010635614, ,-0.902125955,-1.215266705
136092130,2,83,7,1,1,4,2,0,-1.041393042, ,-0.819753349,-0.488288075
136092170,1,59,5,1,2,5,5,1, , ,-0.323983341,0.528007925
136092210,2,58,5,1,4,5,4,0,1.86615479, ,2.17032671,-0.265173554
136092250,1,53,4,1,3,5,4,0,-0.485993892,0.046220005,0.086188518,-0.950397611
136093010,2,63,5,1,2,5,2,0,0.698937893, ,0.119529046, 
136093050,2,37,3,1,2,1,1,1,0.684704125,0.820214331,0.362228781,2.237815142
136093090,1,49,4,1,2,4,1,0,0.110214218,1.10486424,0.126249671,-0.200880513
136093170,2,29,2,2,2,3,2,0,-0.43009755,-0.897218287,-0.859254301,2.770304441
136093210,1,39,3,1,4,1,2,1,-0.169225946,0.85096997,-0.113079309,0.908809006
136093250,1,48,4,2,4,1,3,1, , ,1.074503064,0.491036534
136094010,1,68,6,1,1,5,5,0,0.110214218,0.699134469,-0.574948549,-1.215266705
136094050,1,72,6,1,4,1,5,0, ,1.813977957,1.549250841,0.31448397
136094090,1,50,4,1,2,5,3,0, , ,-0.323983341,-1.215266705
136094130,2,39,3,1,4,1,4,1,0.143538713,-0.317196429,0.168561131,-0.243622944
136094170,2,21,1,1,2,5,2,0,0.432383955,-2.236789942,-1.722469687,-0.451316684
136094210,2,85,7,1,1,5,3,0, ,0.343768716,-0.17641291,-1.215266705
136094250,2,29,2,1,4,1,5,0,1.889793634, , ,0.502221346
136094290,2,75,7,1,1,5,4,0,0.73467654,0.16431281,-0.323983341,-1.215266705
136095010,2,92,7,1,1,2,4,0, , ,0.578733027,-1.215266705
136095090,1,74,6,1,4,1,5,0,-0.771358013,-0.323734015,-0.124715529,-0.460650921
136095130,1,33,2,1,4,1,4,0,-0.178631023, ,0.337153733,0.253548265
136095170,1,65,6,1,3,2,5,0,1.02162981,0.548916638,0.362228781,-0.733369648
136095330,2,65,6,1,2,2,4,0,-0.476308256,0.561887264,0.573132813,0.016147472
136096010,1,73,6,1,3,5,4,1,1.31423676,1.02388835,0.730234444,-0.32610926
136096090,1,61,5,1,1,5,3,0,1.590195775,2.114485025,2.649847507,-1.215266705
136096130,2,59,5,1,3,1,3,0,-0.747197032, ,1.515350103,-1.00174284
136096170,1,27,2,1,4,5,3,0,-0.775119722,-0.385201693,-0.33014375,-0.539633214
136096250,2,54,4,1,4,1,3,0,0.399340034,-0.527264237,0.086188518,-1.215266705
136096290,2,58,5,1,4,1,3,0,0.754834294,-0.347808361,-0.825353563,-0.990557969
136097010,1,32,2,1,4,1,3,0,-0.472827107,-0.098934159,-0.794118047,0.226167426
136097050,2,60,5,1,5,1,4,0,1.010635614, ,-0.574948549,-0.500811279
136097090,1,65,6,1,5,5,2,0,0.721268177,0.117566682,-0.608849287,-1.00174284
136097130,2,39,3,1,3,4,4,1,2.178919554,1.995051622,2.131946325,-0.488288075
136097170,1,68,6,1,3,3,5,0,1.010635614,1.339045525,-1.036257625,-0.51199609
136097210,1,74,6,1,3,4,1,0, , ,0.265554637,1.943655491
136097250,1,60,5,1,3,1,2,0,1.599359274, ,-0.323983341,0.423407882
136098010,1,47,4,1,4,2,3,0,0.110214218, ,-0.085214593,-0.02617849
136098050,1,62,5,1,3,5,4,0, , , , 
136098090,2,47,4,1,2,3,3,0,-0.180220157, ,-0.819753349,-0.299313694
136098130,2,72,6,1,1,1,4,0,-0.472827107,-1.011865139,-0.785852611,-0.504571557
136098170,1,35,3,1,1,3,4,1,1.86615479,1.62643826, ,-0.692221463
136098210,2,41,3,1,4,1,3,0,1.889793634,2.127761364,3.871475697, 
136098250,2,70,6,1,3,5,4,0,-0.458593339,-0.166978613,-0.574948549,-0.674174905
136098290,2,94,7,1,1,6,5,0,-0.174296215,-0.528881967,-1.030657411,-0.990557969
136099010,2,21,1,1,3,7,2,1,1.31423676,0.7604689,0.869634986,0.451045007
136099090,2,47,4,1,4,1,4,0,-1.050798178,-1.008773565,-0.323983341,-0.200880513
136099130,2,83,7,1,5,2,4,0,-0.781043649,-0.498169929,-0.568788171,-1.215266705
136099210,1,62,5,1,4,1,2,0,-0.771358013,-0.858555675,-0.124715529,-0.476934433
136099290,1,39,3,1,3,3,2,0,1.295758128,-0.195972845,0.086188518,0.237352237
136100050,2,81,7,1,1,5,1,0,-1.322422385,0.548916638,-0.323983341,-1.215266705
136100090,2,59,5,1,2,6,3,0,1.31423676,1.981804013,1.310482144,0.691780984
136100210,1,39,3,3,4,5,2,0,-1.908489943, ,-0.113079309,0.691780984
136100250,1,41,3,1,2,6,2,1,0.408503532,0.205995277,0.604368269,1.153136492
136100290,1,50,4,1,3,3,2,0,0.44206959,-0.264017284,0.578733027,0.288866192
136101010,1,67,6,1,4,5,2,1,1.562553644, ,3.378931284,1.945565224
136101050,2,48,4,1,4,1,2,0,-0.472827107,-0.414235115,-0.323983341,0.435514599
136101330,1,58,5,1,4,1,4,1,-0.458593339, ,0.125689447,1.483368158
136102130,2,66,6,1,1,2,4,0,1.590195775, ,0.811901569,-0.939043999
136102170,1,75,7,1,1,5,1,1,1.034796596, ,-0.323983341,0.229671434
136102210,1,59,5,1,2,5,1,1,-1.643525124,-1.215539098,-1.269426107,-1.215266705
136102290,2,34,2,1,3,1,1,0,1.286594629,0.278959632,-0.124715529,-0.536129177
136103010,1,19,1,1,2,5,4,0,-2.230659723,-1.300947905,-0.574948549,1.682290435
136103050,2,42,3,1,4,1,4,1,-0.434432328, , ,-0.476934433
136103090,2,66,6,1,1,4,4,0, , , ,-0.460650921
136103130,1,30,2,1,3,1,4,0, , , , 
136103170,2,29,2,1,4,1,4,0,-0.472827107, ,-0.819193125,-0.500811279
136103250,2,29,2,1,1,4,3,1,1.328470469, ,-0.323983341,-0.528448403
136103330,1,42,3,1,4,1,3,0,0.44206959, ,0.367828965, 
136104010,2,68,6,1,2,3,3,0, , ,0.074552298,0.226167426
136104050,2,30,2,1,4,5,3,0,1.590195775,0.676534057,0.561496615,-0.477103263
136104090,2,79,7,1,1,5,3,0,-0.472827107, ,0.817501783,-0.271260083
136104130,1,33,2,1,4,1,3,0,-0.471237987, ,-1.036257625,0.708064497
136104160,1,52,4,1,1,2,4,1, , ,1.518575668,2.629801035
136104210,1,37,3,1,2,5,4,0,1.627001405, ,-0.323983341,-1.215266705
136104250,1,54,4,1,3,5,3,0,1.295758128,0.813781321,1.971058965,0.194609791
136104290,2,64,5,1,2,5,3,1,1.61035347,1.18728137,1.074503064,1.01934886
136105050,2,85,7,1,1,5,4,0,1.039344668, ,-0.568788171,-1.215266705
136105090,2,40,3,1,2,4,2,0, , ,0.168561131,-0.03794859
136105130,1,62,5,1,1,3,2,0,-0.425027251,-0.018134601,-0.819753349,0.739622176
136105250,2,41,3,1,2,3,1,1,2.178919554, ,2.40630579,0.661649227
136105330,1,69,6,1,4,1,3,0, ,-0.323734015,0.612633765,-1.215266705
136106010,2,86,7,1,1,5,3,0, , ,-1.229925275,-1.215266705
136106050,2,41,3,1,2,4,3,0, , ,0.168561131,-0.725520074
136106090,2,56,5,1,1,5,2,1,0.119377732, ,-0.323983341,0.226167426
136106170,1,54,4,1,4,2,4,0,0.422978878,0.048292167,0.622164905,-1.215266705
136106250,2,64,5,1,2,5,3,1,0.44206959,1.182117701,1.022805572, 
136106330,2,75,7,1,4,1,2,0,-0.434432328,-0.496652365,0.125689447,1.025435448
136107010,1,16,1,2,1,1,3,1,-1.652688622,-0.322116345,-1.027992129,0.754736066
136107050,1,62,5,1,3,5,2,0,0.395858884,0.080377996,0.814566851,0.524503887
136107090,2,60,5,1,2,2,3,1,0.447139889,0.972049832,1.041162491,1.840730667
136107130,2,37,3,4,4,1,3,0,1.301069975,0.132083222,-0.144314781,-1.215266705
136107170,2,27,2,1,1,6,1,1,-1.628769279,-0.44347322,1.322678566,2.393907547
136107210,1,46,4,1,4,1,5,0,0.973829925,-0.016516922,0.872009635, 
136107250,1,61,5,3,4,1,1,0,-1.619364142,-0.323734015,0.612633765,-1.215266705
136107290,1,60,5,1,4,1,5,0,1.604429603,0.912160635, , 
136108010,1,63,5,1,4,1,4,0,0.140057564,0.007557398,-0.124715529,0.012643457
136108130,2,998,2,1,4,2,2,0, , , ,1.017585874
136108210,2,29,2,1,4,1,2,0, , ,-0.785852611,-0.322605252
136108250,2,75,7,1,2,5,4,0,-1.028226256, ,-0.774216354,1.487376213
136108290,2,21,1,1,3,2,4,1,-0.472827107,-1.186157227,-0.301573575,0.537620604
136109050,2,56,5,1,2,1,5,0, , ,0.099627353,-0.950397611
136109090,1,54,4,1,4,1,5,0,0.718028605,0.917253017,0.126249671,-0.235942155
136109130,1,32,2,1,4,1,5,1,-1.050798178, ,-0.323983341,-0.784714818
136109170,2,68,6,1,5,1,5,0,1.010635614,0.411669433,0.12008927,-0.425589293
136109210,2,32,2,1,4,1,4,0,0.119899854,-0.082943693,-0.323983341,-1.215266705
136109250,2,87,7,1,1,1,4,0, , , ,-1.215266705
136110010,2,34,2,1,4,1,2,0,0.399340034, ,-0.081843846,1.032128453
136110130,1,80,7,1,1,5,3,1,0.489869446,1.26618576,-1.030657411,-0.188357294
136110290,2,65,6,1,4,1,3,0,0.134375215,-0.347808361,-0.324543566,-0.725520074
136111010,1,75,7,1,1,3,4,0,-0.472827107, ,-1.722469687,-0.916930258
136111050,1,39,3,1,4,1,4,0,0.721509755, ,-0.124715529,-1.215266705
136111090,1,38,3,1,1,3,5,0, ,-0.074993096,0.162960947,-1.215266705
136111130,2,74,6,1,4,1,4,0,0.413573802, ,-1.312297821,-0.512164891
136111170,1,55,5,1,4,1,4,0,-2.506618738, ,0.134660378,-1.215266705
136111210,1,63,5,1,3,5,4,0,0.741667509,0.963999152,-1.061892867,-1.215266705
136111250,2,34,2,1,4,4,5,0,0.712104678,-0.018134601,-0.113079309,-0.353724658
136112010,1,34,2,1,3,3,2,0, , ,-1.229925275, 
136112050,2,37,3,1,4,1,2,0,0.143538713,-1.003814459,-0.774216354,0.800557852
136112170,2,42,3,4,1,4,1,1,-1.339923978,-1.814997435,-1.016355872,0.925092518
136112210,1,76,7,1,1,5,1,0,-0.482232183, ,-1.027286649,-0.204640806
136112250,2,32,2,1,4,1,2,1,1.310233474,1.731527567,1.023365855,2.156506777
136113010,1,53,4,1,1,5,1,1,-0.182112172,-0.168352425,-0.113079309,1.235454917
136113050,1,44,3,1,1,5,1,0,0.119377732,-0.499643862,-1.523201942,-0.765849173
136113090,2,21,1,1,2,6,1,0,-1.339923978,-0.858555675,-0.323983341,0.310979933
136113130,2,21,1,1,2,5,1,0, , ,2.415131569,1.091213584
136113170,2,41,3,1,3,2,1,0,-0.191797808, ,-0.124715529,0.205707133
136113210,2,51,4,1,1,5,1,0,-1.050798178, ,-1.722469687,-0.788218856
136113250,1,38,3,2,4,3,4,0,0.134987295, ,-0.323983341,-0.252481937
136113330,1,18,1,1,2,1,4,0,-0.467756838,-0.498026192,-0.323983341,-0.476934433
136114010,2,54,4,1,4,1,5,0,-0.732721686,-0.347808361,-1.523201942,-0.265846342
136114090,2,76,7,1,1,5,5,0,1.61383462,0.699134469, ,-0.073763348
136114170,2,70,6,1,1,3,5,0,0.69787091,0.374624491,-1.722469687,2.983828306
136115050,2,44,3,1,2,2,3,0, ,-0.238325283,-0.323983341, 
136115130,2,30,2,1,4,4,2,1,0.466230601,0.165404275,-0.574948549,1.003065348
136115170,2,27,2,1,4,2,5,0,-0.761952937,0.007557398,-0.124715529,-1.215266705
136115210,2,77,7,1,1,5,3,0,0.15294379, ,-1.030657411, 
136115290,1,42,3,1,4,1,5,0,-1.938052773,-1.123420358,-1.281062365,0.097455978
136116010,2,53,4,1,2,5,1,1, , ,-0.124715529,0.229671434
136116050,2,47,4,1,2,5,3,0,0.106210947, ,0.373865008,0.691780984
136116130,2,60,5,1,4,1,3,0,0.718028605,0.375998318,0.362228781,-0.536129177
136116250,1,72,6,1,4,3,4,0, , ,-0.124715529,0.025482124
136116290,1,58,5,1,4,1,5,0,-2.232248783,-1.94278729,-1.027431846,-1.215266705
136117010,2,69,6,1,2,3,4,0,1.038277745, ,-1.281062365,-0.990557969
136117050,2,51,4,1,4,2,4,0, , ,0.578733027,-0.500811279
136117090,2,66,6,1,1,1,4,0,-0.448666126,-0.347808361,-0.113079309,-1.215266705
136117250,2,70,6,1,1,5,2,0,-1.312281847, ,0.086188518,-0.788218856
136117290,1,37,3,1,2,4,3,0,-0.462074488,1.40023613,1.530211806,0.454380214
136118010,1,49,4,1,3,1,1,1,-1.084122658,-0.20402354,-0.785852611,1.238959432
136118090,1,50,4,1,3,2,1,0,0.138468444,0.548916638,0.854773283,1.00466013
136118170,1,44,3,1,4,1,1,0,1.010635614,1.098326564,1.526986361,0.675584972
136118210,2,22,1,1,4,5,2,0, , ,-0.985120416,-0.195781812
136118330,1,70,6,1,4,1,1,0,1.31423676,2.382369995,1.971619129,-0.427352369
136119010,2,44,3,1,3,4,4,0,-1.615882993,-1.220458984,-1.229925275,-1.215266705
136119050,1,70,6,1,1,3,4,0,0.130371928,0.946491063,-0.124715529,0.91648978
136119090,2,28,2,1,4,5,3,1, ,0.338848829,1.63765955,-0.476934433
136119170,2,23,1,1,3,1,5,1,-0.182634309,-0.679099798,-0.323983341,0.00496266
136119250,1,62,5,1,4,1,4,0,0.708623528, ,-0.357884109,-1.215266705
136120010,1,33,2,1,4,1,4,0, ,-0.701800287,-0.640084803,-1.215266705
136120050,1,53,4,4,2,8,3,0, , , ,-0.252225667
136120090,2,33,2,1,4,1,5,0,-0.771358013, ,0.829698205,0.086271167
136120210,1,99,7,1,4,1,5,0, , ,0.587434351, 
136120250,1,49,4,1,3,1,5,0,0.433973104,-0.168352425,-0.375120521,-0.725520074
136120290,1,53,4,1,4,3,4,0, ,0.1935509,-0.825353563,-1.00174284
136120330,1,75,7,1,4,3,4,0, , , ,-0.998238802
136121010,2,31,2,1,4,1,5,0,-1.339923978,-1.008773565,-0.523251176,0.233175457
136121050,2,61,5,1,1,5,5,0, , ,0.570322275,-0.528448403
136121090,1,62,5,1,3,3,5,0,-1.339923978, ,-0.323983341,-0.046551306
136121130,1,20,1,1,4,7,5,1,0.110214218,-0.649861693,2.014490843,0.995472074
136121210,2,42,3,1,4,1,3,1,-1.339923978,-1.671212673,0.096962065,0.226167426
136121250,1,26,2,1,5,1,5,0,-0.737791955,-0.021680688,-0.785292387,-1.00174284
136122010,1,62,5,1,4,4,1,0,0.707034409, ,-0.125275746,1.02677381
136122050,2,62,5,1,2,1,1,0,1.61383462,0.16431281,1.509749889,0.012643457
136122130,2,27,2,1,4,1,2,0,-0.191797808,-0.315578759,2.273721457,1.941805005
136122170,1,44,3,1,2,4,1,0,-0.180220157,-0.677482069,0.12008927,-0.990557969
136122250,2,19,1,1,3,5,2,1,-0.771358013,-0.528881967,0.162960947,0.776849806
136122290,2,50,4,1,1,2,1,1, , ,-1.229925275,-0.939043999
136122330,1,47,4,1,4,5,1,0,-0.495398968,-0.649861693,-0.369520336,1.507332563
136123010,1,60,5,1,4,3,5,0,1.323400259,1.241967678,0.829137981,0.012643457
136123050,2,80,7,1,4,5,3,0, , ,-0.323983341,-0.425589293
136123090,1,33,2,1,1,5,3,0, , , ,2.475471973
136123130,1,32,2,3,4,2,3,1,-1.041393042,-0.528881967,0.220258519,1.889874458
136123170,2,43,3,1,4,5,5,0,0.721509755, ,-1.523201942,0.691780984
136123250,2,84,7,1,1,1,5,0,-0.728628397,-0.323734015,-0.323983341,-0.966681123
136123290,2,44,3,1,3,3,5,0,-1.339923978, ,-0.324543566,-1.215266705
136123330,1,48,4,1,3,1,5,1,0.40526396,0.007557398,1.298845887,-0.476934433
136124010,2,75,7,1,4,2,5,0,0.44206959,-0.708337843,-1.261160731,-0.512164891
136124050,2,80,7,1,3,2,5,0, , ,-0.118555129,-1.215266705
136124170,2,81,7,1,2,2,3,0, , , ,-1.215266705
136124210,1,56,5,1,1,1,3,0,1.86615479, ,1.062306523,-0.460650921
136124250,1,69,6,1,3,3,4,0,-0.15823175,0.411669433,-0.124715529,0.016147472
136124330,1,39,3,1,3,5,4,0, , ,-0.124715529,0.528007925
136125010,1,34,2,1,1,5,4,1,2.178919554, ,0.168561131,-1.215266705
136125050,2,34,2,1,4,1,4,0, , ,0.129060194,-1.215266705
136125090,1,66,6,1,3,1,5,0,0.988063693,-0.708337843,0.772400618,-0.674174905
136125130,2,68,6,1,1,5,3,0,1.323400259, ,-0.323983341,1.891637564
136125250,1,64,5,1,1,2,5,0,-0.445707113,0.297022611,-0.574948549,0.640435874
136125290,1,78,7,1,4,3,5,1,1.571717143,1.319991231,2.697332144,2.256849766
136126010,1,42,3,1,4,1,4,0,0.418430746,-0.498026192,-0.323983341,-1.215266705
136126050,2,54,4,1,3,1,4,1,-0.771358013, ,-0.819753349, 
136126090,2,48,4,1,1,5,3,1,0.988063693,1.876786351, ,0.903966546
136126170,1,70,6,1,4,1,3,0,2.178919554,2.127761364, , 
136126210,1,78,7,1,3,1,5,0,0.419497728, , ,-1.215266705
136126250,1,78,7,1,4,1,5,0,0.44206959,0.367843062,-0.352710754, 
136126330,2,64,5,1,2,3,4,0,-0.472827107,-0.679099798,-0.323983341, 
136127010,1,66,6,1,4,1, ,1,0.707034409, ,-0.113079309,-1.215266705
136127050,1,62,5,1,4,1, ,0,-0.472827107,-0.197590515,0.316691816,-0.512164891
136127090,1,75,7,1,2,2, ,0,-0.472827107,0.229222015,0.168561131,1.060497046
136127130,2,26,2,1,1,3, ,0,-0.169225946, ,1.305006266,0.237352237
136127170,1,42,3,1,4,1, ,0, , ,-0.323983341,-1.215266705
136127210,1,86,7,1,1,5, ,0,-0.496465981,0.1935509,-0.534887373,0.587202668
136127250,2,73,6,1,4,3, ,0,-0.449188262,1.13990891,0.624269962,0.739622176
136127290,1,59,5,1,4,1, ,1,0.436145663, ,-0.175852686,-0.070259333
136127370,2,58,5,1,4,1, ,0,1.010635614, ,0.823537827,-1.00174284
136128010,2,57,5,1,4,2, ,0, ,0.767035186,-0.124715529,-0.725520074
136128050,1,33,2,1,2,4, ,1,0.157772496, ,0.76076442,-1.215266705
