ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effectx,fairx,confx,antisocx
137209330,Male,50,4,White,GCSE,5,3,1,-1.29043902,-0.367538269,-0.381797181,-1.65
137210010,Male,70,6,White,University,1,5,0,,-0.276305858,,1
137210090,Male,38,3,White,GCSE,8,4,0,-0.6715314,0.7272506537972183,0.3593503564624661,1.22
137210130,Female,86,7,White,ALevel,2,3,0,-0.402007114,,,0.78
137210170,Female,42,3,White,GCSE,1,3,0,-0.392024733,,0.1156854125491157,-0.8
137210210,Female,36,3,White,University,2,4,0,0.1969357440679108,0.6664290469959971,0.6639315363541541,1.22
137210250,Male,57,5,White,ALevel,2,4,0,,,-0.036605177,0.74
137210290,Male,52,4,White,University,1,4,0,,,0.1562962365346741,-0.26
137211010,Male,22,1,White,ALevel,2,4,1,1.0753852693237833,0.8286199984659206,-0.087368707,0.51
137211050,Male,78,7,White,ALevel,5,4,0,-0.971002829,,-0.097521413,-0.01
137211090,Male,69,6,White,University,1,3,1,-2.168888546,-1.654928946,-0.331033651,
137211130,Male,25,2,White,University,5,3,1,-1.889381878,-0.448633744,0.6334734183649853,0.71
137211170,Female,66,6,White,,5,4,0,0.4764424111947792,0.2102669959868374,-0.107674119,0.73
137211210,Male,67,6,White,,1,4,0,-0.132482828,-0.397949072,0.613168006,1.22
137211250,Male,63,5,White,,5,3,0,-1.300421401,-0.773015647,0.1156854125491157,-0.02
137211290,Female,25,2,White,ALevel,1,3,0,-0.36207759,-1.969173914,-1.559511077,0.08
137212050,Male,36,3,White,University,1,4,0,,1.1124541635382863,1.5269115460472702,1.22
137212090,Female,69,6,White,,1,5,0,-1.000949972,,1.2832466021339195,0.95
137212170,Female,45,4,White,ALevel,1,5,0,-0.961020448,-1.279862371,-0.036605177,1.22
137212250,Female,65,6,White,ALevel,1,5,0,-0.691496162,,-0.056910589,-0.73
137212290,Male,88,7,White,Other,1,5,0,-0.112518066,0.2710886027880587,-0.767600009,1
137213010,Female,44,3,White,GCSE,4,3,1,0.7359843163840144,1.6193008868817973,1.7807291959570102,-1.6
137213050,Male,27,2,White,University,1,4,0,0.1669886011614606,1.0313586878033247,0.1562962365346741,0
137213170,Female,26,2,White,University,1,4,0,-1.020914734,,0.9075964802675044,-1.52
137213210,Male,46,4,White,,5,4,0,1.0454381264173331,-0.245895055,0.1867543545238429,1
137213290,Female,42,3,White,University,1,5,0,3.101808606,1.5483423456137058,1.7807291959570102,1.22
137214010,Male,55,5,White,University,1,5,0,-0.411989495,-0.033019431,-0.148284943,0.73
137214050,Male,50,4,White,University,1,5,0,,,0.1461435305382845,0.21
137214090,Female,20,1,White,ALevel,1,5,0,0.4964071731324128,-0.154662645,0.5624044763902581,-0.3
137214170,Female,59,5,White,University,1,5,0,0.7559490783216478,,1.7807291959570102,0.24
137214250,Female,28,2,White,ALevel,5,5,0,,,-1.072181189,1
137215010,Female,58,5,White,University,2,3,0,-0.711460924,,-1.254929897,-1.07
137215050,Female,17,1,White,University,5,3,1,1.0254733644796996,,0.8162221262999981,0.52
137215090,Male,52,4,White,GCSE,4,3,0,-0.112518066,-1.543422667,0.3593503564624661,-0.74
137215130,Male,23,1,Mixed,ALevel,5,1,0,1.3449095554818349,0.8793046708002716,0.3593503564624661,-0.78
137215170,Female,68,6,White,,5,3,0,2.5228305098022092,1.0212217533364545,1.7807291959570102,1.22
137215210,Female,69,6,White,,5,2,0,2.2033943188000737,1.3760144596769122,-1.082333895,-3.36
137215290,Female,78,7,Asian or Asian British,,5,2,0,-0.431954257,-2.111090997,-0.331033651,-0.47
137216050,Male,48,4,White,University,1,5,0,,,,
137216090,Male,49,4,White,,3,5,0,-1.000949972,-0.367538269,0.3593503564624661,1.22
137216130,Male,63,5,White,ALevel,4,3,0,1.5745043177646196,0.4535534231917225,0.3593503564624661,
137216170,Female,76,7,White,,4,4,0,-0.142465209,,,
137216210,Female,86,7,White,,1,4,0,-0.441936638,,0.1562962365346741,0.05
137216250,Female,40,3,White,,3,3,0,0.7759138402592812,0.6968398503966078,0.866985656,0.18
137216290,Male,60,5,White,University,1,3,0,-1.000949972,0.3521840785230204,,1.22
137217010,Male,20,1,Asian or Asian British,ALevel,2,2,0,0.1869533630990941,0.6968398503966078,-0.381797181,-0.23
137217050,Male,16,1,Asian or Asian British,,5,3,1,,,0.613168006,-1.07
137217090,Male,29,2,White,ALevel,5,2,0,,,-0.331033651,-0.97
137217170,Female,26,2,White,GCSE,2,1,0,0.4365128873195124,,-0.858974363,0.32
137217330,Female,54,4,White,University,1,3,0,-1.589910449,-1.269725436,-1.955466611,-0.72
137218010,Male,73,6,White,University,1,3,0,1.6443809845463369,-1.127808354,0.3593503564624661,1.22
137218090,Male,82,7,White,University,1,3,0,-0.122500447,-0.043156366,-0.747294597,0.5
137218130,Female,32,2,White,University,1,3,0,-0.142465209,-0.560140023,-0.087368707,0.22
137218210,Female,63,5,White,University,6,4,0,0.1869533630990941,-0.833837254,-0.351339063,0.73
137218250,Female,53,4,White,University,2,4,0,,,-1.315846133,1
137218290,Female,70,6,White,University,6,5,0,1.0554205073861498,,,1
137218330,Female,36,3,White,University,1,5,0,0.4664600302259626,-0.428359875,-0.087368707,0.26
137219010,Male,70,6,White,,5,,0,-0.701478543,,0.3593503564624661,-0.23
137219050,Female,37,3,White,University,5,,0,-0.721443305,-0.195210383,0.4202665924408038,0.43
137219090,Female,37,3,Asian or Asian British,University,1,,0,1.3449095554818349,0.8793046708002716,0.3593503564624661,0.24
137219130,Male,31,2,White,ALevel,4,,0,,1.1428649669388973,0.3593503564624661,0.95
137219170,Male,34,2,White,ALevel,3,,0,0.7659314592904646,0.3623210129898906,0.3593503564624661,-0.45
137219210,Female,60,5,White,,3,,0,-1.340350925,,-0.534087771,0.13
137219250,Male,42,3,White,,5,,0,0.2069181250367275,0.8793046708002716,-0.757447303,-0.69
137220090,Female,74,6,White,GCSE,5,,0,,,-0.341186357,1
137220170,Female,70,6,White,GCSE,2,,0,1.3748566983882853,-1.198766895,0.917749186,1.22
137220250,Male,27,2,White,University,3,,0,-0.112518066,0.3623210129898906,0.1461435305382845,0.73
137221010,Male,69,6,White,University,1,,0,-0.392024733,,-0.310728239,0.54
137221090,Female,58,5,White,GCSE,5,,0,0.1769709821302773,-0.874384992,-0.554393183,-2.98
137221130,Male,18,1,White,University,5,,0,,,-0.300575533,-0.95
137221170,Female,71,6,White,University,1,,0,1.0554205073861498,,0.1562962365346741,-0.06
137221210,Female,75,7,White,,3,,0,-0.431954257,,1.2832466021339195,1
137221330,Male,30,2,White,ALevel,5,,1,,,0.1562962365346741,-1.21
137222010,Male,67,6,White,GCSE,1,,0,0.7559490783216478,-1.09739755,1.049734364216959,-0.2
137222130,Female,22,1,White,University,2,,0,0.7659314592904646,-0.114114907,-0.097521413,
137222290,Female,52,4,White,University,3,,0,0.7759138402592812,0.7272506537972183,-0.798058127,1
137223010,Female,75,7,White,GCSE,3,,0,1.933870032642022,1.5483423456137058,0.613168006,1.22
137223050,Male,46,4,White,GCSE,3,,0,0.7659314592904646,0.6968398503966078,-0.036605177,-0.02
137223170,Male,50,4,White,University,3,,0,0.1669886011614606,-0.519592286,0.6537788303577645,1.22
137223210,Female,54,4,White,ALevel,1,,0,-0.411989495,,0.3593503564624661,1.22
137223290,Female,76,7,White,GCSE,1,,0,,-0.276305858,1.5675223700328285,1.22
137223330,Female,76,7,White,,5,,0,1.634398604,,0.1867543545238429,-0.05
137224010,Female,25,2,White,GCSE,2,,0,0.4764424111947792,,-1.742259785,0.02
137224050,Male,29,2,White,,5,,0,,0.5447858333935546,-1.518900253,0
137224170,Male,20,1,White,ALevel,5,,1,,1.6395747558155376,-1.254929897,-1.4
137224210,Female,60,5,White,GCSE,4,,0,1.3449095554818349,0.9604001465352332,1.3238574261194782,
137224290,Male,80,7,White,,5,,0,,2.318749365095842,1.0700397762097382,0.26
137225010,Female,71,6,White,Other,4,,0,-0.741408067,,0.917749186,
137225050,Female,64,5,White,GCSE,4,,0,,,0.1969070605202325,1.22
137225090,Female,25,2,White,GCSE,5,,1,1.3449095554818349,0.8793046708002716,0.3593503564624661,-0.01
137225130,Male,57,5,White,,5,,0,-0.112518066,,-0.798058127,-0.24
137225170,Female,75,7,White,ALevel,2,,0,0.486424792,0.1798561925862268,0.1867543545238429,-0.73
137225210,Male,62,5,White,ALevel,4,,1,-1.609875211,-2.090817128,-3.447914392,-1.91
137225290,Male,73,6,White,University,1,,0,1.3648743174194686,1.365877525210042,1.3238574261194782,0.43
137226010,Male,77,7,White,ALevel,4,,1,,,,0.29
137226050,Female,64,5,White,GCSE,2,,0,-0.132482828,0.5549227678604248,,-0.78
137226090,Male,51,4,White,ALevel,4,,0,0.2169005060055442,0.7576614571978291,1.0598870702133485,0.95
137226170,Female,94,7,White,Other,5,,0,0.7659314592904646,,0.8568329502855566,1.22
137226250,Female,37,3,White,University,5,,0,0.4764424111947792,0.7272506537972183,-0.798058127,-0.74
137226290,Male,62,5,White,ALevel,5,,0,-1.859434736,,-2.199131555,-0.35
137226330,Male,48,4,White,University,1,,0,0.7759138402592812,0.8793046708002716,0.613168006,-0.48
137227010,Female,77,7,White,GCSE,1,,0,-0.421971876,-1.016302075,-1.254929897,
137227090,Female,42,3,White,ALevel,1,,0,0.7359843163840144,1.0313586878033247,0.866985656,-1.49
137227130,Male,18,1,White,ALevel,1,,0,,,-1.011264953,-2.6
137227210,Female,71,6,White,Other,1,,0,0.5063895541012295,-0.124251841,0.3593503564624661,-0.46
137227250,Female,69,6,White,ALevel,5,,0,-2.168888546,-0.681783237,-0.564545889,-1.64
137227290,Male,43,3,White,University,1,,0,1.0554205073861498,,-0.300575533,
137227330,Female,37,3,White,University,6,,0,,,,0.51
137228010,Female,61,5,White,University,1,,0,-0.681513781,-0.894658861,-0.747294597,
137228050,Female,38,3,White,University,1,,0,,0.5143750299929439,-0.554393183,-1.07
137228090,Male,80,7,White,ALevel,5,,0,0.1769709821302773,,-0.036605177,
137228130,Female,60,5,White,University,1,,0,-1.280456639,-1.148082223,0.1055327065527261,0.24
137229090,Female,45,4,White,Other,3,,0,-0.082570923,,,1.22
137229250,Male,75,7,White,ALevel,5,,1,,,1.7807291959570102,-0.3
137229290,Male,30,2,White,Other,5,,0,-0.112518066,0.1798561925862268,0.5725571823866478,-0.23
147230010,Male,36,3,White,GCSE,1,3,0,1.0554205073861498,0.5143750299929439,1.2832466021339195,-0.66
147230090,Male,37,3,White,University,1,2,1,,0.4535534231917225,-0.848821657,-0.74
147230130,Male,35,3,White,University,1,4,0,0.7559490783216478,,-0.310728239,0.46
147230170,Female,32,2,White,University,1,3,0,0.1869533630990941,1.517931542213095,0.3593503564624661,-0.5
147230290,Female,33,2,White,University,1,5,1,0.4764424111947792,0.5447858333935546,1.0801924822061275,1
147231010,Male,20,1,Chinese or other,ALevel,8,2,0,,1.5077946077462248,0.3593503564624661,1.22
147231050,Male,35,3,Black or Black British,,1,1,0,1.614433841639887,2.247790824,1.5776750760292182,1.22
147231090,Male,53,4,White,GCSE,4,1,0,,,-0.341186357,-1.75
147231130,Female,32,2,Black or Black British,University,5,3,0,,2.7647744816381317,1.7807291959570102,1.22
147231170,Male,34,2,Asian or Asian British,ALevel,4,3,1,,,-2.940279092,-1.19
147231250,Male,52,4,White,University,5,3,0,0.1969357440679108,,0.1664489425310637,-0.74
147231290,Male,28,2,White,University,2,2,1,-0.741408067,0.2305408649205778,0.1461435305382845,-1.72
147232010,Female,32,2,Chinese or other,University,6,5,0,1.3648743174194686,0.5447858333935546,1.2832466021339195,0.95
147232130,Female,50,4,Black or Black British,University,4,2,0,-0.112518066,-0.306716662,0.5725571823866478,1
147232170,Male,58,5,White,University,3,2,0,,-1.229177698,0.1562962365346741,1
147233090,Female,32,2,White,GCSE,1,2,0,0.4964071731324128,0.3623210129898906,-1.031570365,-0.11
147233170,Female,43,3,White,GCSE,3,5,0,,0.6968398503966078,1.7807291959570102,0.97
147233290,Female,38,3,White,ALevel,2,4,0,-0.77135521,-2.688896262,-0.828516245,-0.23
147234170,Female,45,4,White,University,1,2,0,1.6244162226087036,0.6968398503966078,0.613168006,
147234210,Male,43,3,Black or Black British,University,1,1,0,,,-0.067063295,-0.96
147234290,Female,30,2,White,,5,1,0,-0.411989495,,,-0.74
147235050,Female,33,2,White,GCSE,5,4,0,,,0.3593503564624661,-0.74
147235130,Female,70,6,White,,2,5,0,1.6443809845463369,0.3319102095892799,0.1562962365346741,-1.01
147235170,Male,30,2,White,University,3,1,1,0.7659314592904646,,-0.300575533,0.01
147235210,Female,75,7,White,,5,3,0,,,0.3593503564624661,-0.06
147235250,Female,69,6,White,GCSE,1,4,0,-1.889381878,-1.918489242,-1.001112247,-2.2
147235290,Male,60,5,White,,1,3,0,1.0554205073861498,,0.3593503564624661,1.22
147236010,Female,69,6,White,,3,2,0,,,0.1055327065527261,1.22
147236050,Female,56,5,Asian or Asian British,University,1,3,1,,,0.1461435305382845,-0.25
147236090,Male,68,6,Asian or Asian British,University,1,3,0,,0.5447858333935546,0.3593503564624661,0.31
147236210,Female,19,1,Mixed,University,1,3,1,,,0.5827098883830374,0.46
147236250,Female,49,4,White,University,1,3,1,1.3449095554818349,1.1428649669388973,0.866985656,-0.44
147237050,Female,70,6,Asian or Asian British,University,1,4,0,-0.701478543,-1.360957846,0.3593503564624661,-1.23
147237090,Female,49,4,Asian or Asian British,,5,3,0,,,0.3593503564624661,-0.96
147237130,Female,23,1,White,Other,3,3,0,,,0.3593503564624661,
147237170,Male,39,3,Asian or Asian British,Other,4,4,0,,,-1.051875777,-0.31
147237250,Female,58,5,Asian or Asian British,,6,3,0,,,0.3593503564624661,-0.53
147238010,Male,52,4,Black or Black British,University,4,1,0,1.3449095554818349,0.3927318163905012,-0.117826825,-0.53
147238050,Male,31,2,White,ALevel,3,1,0,1.3449095554818349,0.3927318163905012,0.3593503564624661,-0.48
147238090,Male,17,1,Black or Black British,ALevel,5,1,0,1.3449095554818349,0.3927318163905012,-2.727072266,-1.82
147238130,Male,52,4,Chinese or other,University,1,1,0,1.0753852693237833,2.247790824,1.2832466021339195,-0.43
147238170,Female,38,3,White,Other,5,1,0,0.1869533630990941,,-0.097521413,-2.44
147238210,Female,17,1,White,GCSE,5,2,0,1.3449095554818349,1.325329787342561,0.5725571823866478,0.75
147238290,Male,74,6,Black or Black British,University,1,2,0,1.3449095554818349,1.4875207388124845,0.9279018922602836,-1.68
147239010,Female,85,7,Black or Black British,,2,1,0,,-1.492737994,,
147239050,Female,38,3,Black or Black British,GCSE,4,1,0,,,-1.234624485,-0.92
147239170,Male,54,4,Black or Black British,University,1,1,0,-0.98098521,-1.796846028,-1.711801667,-1.61
147239210,Female,26,2,Black or Black British,University,1,1,1,0.486424792,-0.063430235,-0.544240477,-0.98
147239250,Female,43,3,Asian or Asian British,University,3,1,0,0.1769709821302773,-0.002608628,-0.300575533,-0.63
147240050,Female,64,5,White,University,1,2,0,-0.132482828,,-0.097521413,0.69
147241050,Male,54,4,Asian or Asian British,University,1,4,0,1.3449095554818349,0.8793046708002716,0.3593503564624661,1.22
147242050,Male,34,2,White,ALevel,1,3,0,-0.102535685,-0.489181482,0.1461435305382845,-0.28
147242090,Female,26,2,Asian or Asian British,University,1,2,0,,,1.5269115460472702,0.94
147242210,Male,33,2,Asian or Asian British,University,1,2,0,0.745966697,,0.1664489425310637,-0.44
147243050,Female,33,2,White,University,1,1,0,1.3449095554818349,0.6968398503966078,0.3593503564624661,-0.94
147243290,Female,89,7,White,,5,1,0,,,,0.48
147244010,Male,25,2,White,University,1,4,1,0.7559490783216478,1.3456036562763014,1.3238574261194782,1
147244050,Female,57,5,White,University,2,4,1,,,0.3999611804480245,0.27
147244090,Male,28,2,White,University,1,5,1,-1.270474258,-1.989447783,-1.732107079,-2.08
147244170,Female,62,5,White,GCSE,1,4,0,-0.142465209,,0.1156854125491157,0.94
147244210,Male,65,6,Chinese or other,,1,4,0,,,-0.087368707,0.72
147244250,Male,33,2,Chinese or other,,1,3,1,,0.3623210129898906,0.1156854125491157,0.56
147245050,Male,50,4,Black or Black British,University,1,2,0,0.7759138402592812,,-0.595004007,-0.53
147245290,Male,35,3,White,University,1,2,1,,,,-0.78
147246050,Female,88,7,White,ALevel,5,2,0,1.3449095554818349,0.6968398503966078,0.3593503564624661,-0.23
147246130,Female,44,3,White,University,1,1,0,-0.142465209,,-0.056910589,-0.26
147247050,Male,18,1,White,GCSE,7,1,0,,,0.3593503564624661,-0.8
147247250,Female,65,6,Black or Black British,Other,1,2,0,1.3449095554818349,0.8793046708002716,0.1461435305382845,-0.53
147248090,Female,40,3,White,University,1,2,0,,0.9401262776014928,-1.925008493,0.3
147248130,Male,65,6,White,,5,1,1,-0.411989495,,-1.031570365,-1.21
147248170,Female,38,3,White,University,1,4,1,0.1669886011614606,-0.154662645,-0.554393183,0.78
147248210,Female,73,6,White,,5,1,0,0.1570062201926439,,0.1156854125491157,0.35
147248250,Male,22,1,White,,5,1,0,,,-0.554393183,-0.14
147249010,Female,74,6,White,,5,1,0,,,1.0801924822061275,-0.44
147249050,Female,45,4,White,GCSE,5,2,0,,,,0.95
147249090,Male,43,3,White,University,1,1,0,-1.280456639,,,1.22
147249130,Female,69,6,White,,5,1,0,,,0.3593503564624661,0.34
147249210,Female,64,5,White,GCSE,1,2,1,-0.402007114,,,0.22
147249250,Female,52,4,White,ALevel,1,4,0,,-0.114114907,0.8771383622783356,-0.76
147249290,Male,75,7,White,,5,1,0,1.3449095554818349,-1.077123681,0.613168006,0.02
147250010,Male,44,3,White,GCSE,5,4,0,0.1669886011614606,-0.154662645,0.3593503564624661,0.07
147250050,Female,29,2,White,GCSE,1,2,0,-1.280456639,-1.431916388,-0.331033651,0.54
147250090,Male,25,2,White,GCSE,5,4,0,0.5563014589453131,1.3962883286106524,1.5776750760292182,1
147250130,Male,19,1,White,GCSE,5,2,0,-1.280456639,,-0.757447303,-0.01
147250210,Male,76,7,White,,5,1,0,,,1.0700397762097382,1.22
147250250,Female,64,5,White,,3,3,0,,,0.3593503564624661,0.72
147251050,Female,57,5,Asian or Asian British,ALevel,3,5,0,,,0.1562962365346741,0.97
147251090,Male,63,5,White,University,1,5,0,0.4464952682883291,,0.1156854125491157,0.21
147251130,Female,67,6,White,University,1,5,0,-0.122500447,,-0.554393183,0.26
147251250,Male,49,4,Asian or Asian British,University,3,5,0,2.822301938866711,1.943682789821644,1.7807291959570102,1.22
147251290,Female,40,3,White,University,1,4,0,1.6244162226087036,1.2442343116075991,-0.808210833,0.48
147252090,Female,57,5,White,University,3,2,0,-1.050861877,-1.168356092,0.8365275382927774,0.7
147252130,Female,19,1,White,GCSE,5,3,0,0.8058609831657315,0.6968398503966078,0.613168006,0.49
147252170,Male,32,2,White,GCSE,5,1,0,-0.132482828,0.1798561925862268,0.1461435305382845,-0.45
147252210,Female,35,3,White,GCSE,5,1,0,0.1570062201926439,0.3623210129898906,-0.036605177,-1.43
147252250,Male,43,3,White,GCSE,3,1,0,-0.98098521,-0.813563385,0.3593503564624661,0.05
147253010,Male,68,6,White,ALevel,4,3,0,0.4564776492571459,-0.357401334,-0.584851301,-0.01
147253050,Male,39,3,White,University,1,3,1,0.4764424111947792,,0.4202665924408038,0.75
147253090,Female,85,7,White,,5,3,0,0.7559490783216478,,1.1309560121880755,0.57
147253210,Male,64,5,White,GCSE,1,4,0,1.3449095554818349,0.8793046708002716,-0.564545889,-0.23
147253290,Female,43,3,White,University,1,4,0,1.6543633655151535,1.9132719864210332,0.3593503564624661,0.43
147254010,Male,66,6,White,,5,1,0,-0.451919019,0.1393084547187459,1.7807291959570102,
147254050,Female,44,3,White,GCSE,1,1,0,-1.000949972,-1.492737994,0.613168006,0.97
147254170,Male,81,7,White,,5,1,0,-0.132482828,,0.5624044763902581,0.53
147254210,Female,74,6,White,,2,3,0,0.1769709821302773,,0.3593503564624661,0.23
147255170,Female,54,4,White,GCSE,5,1,0,0.4564776492571459,,,-0.98
147255210,Female,73,6,White,GCSE,2,1,0,-0.721443305,,-0.990959541,-1.43
147255290,Male,53,4,White,ALevel,2,1,1,-1.280456639,-0.337127465,-2.930126386,-3.42
147256010,Female,47,4,White,University,1,3,0,-1.300421401,-1.026439009,-1.752412491,-1.44
147256050,Male,66,6,White,University,1,5,0,1.0554205073861498,0.7272506537972183,0.1461435305382845,1
147257050,Male,47,4,White,University,4,2,0,0.4764424111947792,0.1798561925862268,0.3593503564624661,-0.01
147257290,Female,67,6,White,,4,1,0,,,0.1461435305382845,
147258050,Male,76,7,White,ALevel,5,1,1,-1.330368544,,-0.178743061,-2.71
147258090,Male,27,2,White,ALevel,2,1,0,1.115314793,1.4368360664781332,-0.087368707,-0.92
147258170,Male,25,2,White,ALevel,1,4,1,-0.98098521,-0.560140023,-1.833634139,0.73
147258210,Female,47,4,White,University,1,1,1,0.4764424111947792,1.1631388358726371,1.0801924822061275,-0.24
147258290,Female,60,5,White,ALevel,6,1,0,0.4564776492571459,0.1798561925862268,-0.534087771,-0.78
147259050,Male,57,5,White,GCSE,5,1,1,-1.280456639,0.1798561925862268,1.0700397762097382,-0.78
147259090,Female,29,2,Asian or Asian British,GCSE,3,1,0,1.6244162226087036,,0.3593503564624661,0.19
147259130,Female,27,2,White,Other,6,1,0,,,0.1055327065527261,0.69
147259170,Female,43,3,White,GCSE,5,1,0,0.1769709821302773,,,1.22
147259210,Male,31,2,Asian or Asian British,University,5,1,1,1.6643457464839702,0.6968398503966078,1.0700397762097382,-0.03
147259250,Male,77,7,White,Other,1,1,0,,0.3927318163905012,0.1156854125491157,0.47
147259290,Male,24,1,Asian or Asian British,University,5,2,0,0.7958786021969148,,0.613168006,0.5
147260010,Female,65,6,White,,3,1,1,-1.020914734,0.5143750299929439,-0.036605177,-0.23
147260050,Female,48,4,White,University,4,5,0,-1.300421401,-0.033019431,0.3796557684552454,-0.23
147260090,Male,30,2,White,ALevel,1,5,0,-0.132482828,0.5143750299929439,0.1156854125491157,1.22
147260130,Female,63,5,White,University,1,5,0,0.7759138402592812,-0.002608628,0.866985656,1.22
147260210,Female,40,3,White,ALevel,5,1,0,-0.98098521,,,-1.17
147260250,Female,72,6,White,,5,1,0,-1.000949972,,0.1055327065527261,-0.69
147260290,Male,48,4,White,GCSE,1,4,0,0.7759138402592812,0.8793046708002716,0.3593503564624661,1.22
147261090,Male,64,5,White,ALevel,5,1,0,-1.889381878,-0.925069664,-1.214319073,0.51
147261130,Male,69,6,White,University,5,4,0,-0.431954257,-1.219040764,-0.798058127,-2.18
147261170,Male,65,6,White,,5,2,0,0.4365128873195124,,0.3593503564624661,0.24
147261210,Female,54,4,White,GCSE,3,3,0,0.745966697,0.8793046708002716,0.3593503564624661,-0.7
147262050,Female,47,4,Black or Black British,GCSE,5,1,0,-1.030897115,-2.567253048,1.0700397762097382,-0.14
147262250,Female,22,1,Black or Black British,GCSE,6,1,1,-0.971002829,,-1.153402837,-0.15
147263010,Male,47,4,White,ALevel,4,1,0,-0.721443305,-0.489181482,-0.635614831,-1.42
147263090,Female,63,5,White,,4,1,0,,,-0.290422827,-0.34
147263210,Male,44,3,Asian or Asian British,GCSE,1,1,1,,0.9705370810021036,1.3340101321158675,-2.41
147263250,Female,43,3,White,GCSE,5,1,0,-2.168888546,,-2.899668268,0.3
147264010,Female,64,5,White,,6,2,1,,,-3.42760898,
147264050,Male,44,3,White,University,1,4,1,1.0654028883549664,0.8793046708002716,0.3593503564624661,-0.72
147264090,Female,49,4,White,GCSE,4,3,0,1.0554205073861498,0.8793046708002716,0.3593503564624661,-0.23
147264130,Male,21,1,White,University,7,1,1,,,0.1156854125491157,0.7
147264210,Female,48,4,White,ALevel,4,4,0,-0.411989495,,,-0.72
147264290,Male,49,4,White,GCSE,5,2,0,,0.6968398503966078,0.8568329502855566,0.46
147265010,Female,20,1,White,University,4,1,0,-1.559963306,,-2.625545206,-2.52
147265130,Female,45,4,White,,2,1,0,0.7759138402592812,0.2102669959868374,0.1461435305382845,-1.09
147265250,Female,17,1,White,GCSE,4,1,0,1.933870032642022,,1.5370642520436597,0.29
147265290,Female,22,1,White,University,5,1,0,0.4564776492571459,,-1.244777191,-3.42
147266010,Male,32,2,White,ALevel,1,1,0,-0.681513781,-1.857667635,-0.767600009,-1.48
147266090,Male,50,4,White,ALevel,1,4,0,,-1.09739755,1.3238574261194782,-0.06
147266130,Male,70,6,White,University,1,4,0,0.1570062201926439,,0.1258381185455053,0.79
147266170,Female,66,6,White,University,1,3,0,-0.711460924,-1.229177698,-1.254929897,-0.75
147266210,Female,27,2,White,University,1,4,0,-0.411989495,0.088623782,-0.310728239,-0.94
147266250,Male,51,4,White,GCSE,5,4,0,-1.300421401,-2.34424049,-0.767600009,1.22
147267010,Female,29,2,White,GCSE,1,4,1,,,-0.798058127,0
147267050,Male,43,3,White,,5,1,0,0.7659314592904646,0.5447858333935546,0.3593503564624661,-0.74
147267290,Female,60,5,White,University,1,3,0,0.4564776492571459,,,-1.01
147268010,Male,62,5,White,GCSE,1,3,0,0.2069181250367275,,-0.798058127,-0.31
147268050,Female,65,6,White,,2,3,0,-0.701478543,-0.296579727,-0.259964709,-0.19
147268090,Male,58,5,White,,4,1,0,-1.589910449,-0.033019431,1.0700397762097382,1.22
147268130,Female,57,5,White,,5,2,0,-1.889381878,,-3.214402154,-2.15
147268170,Female,59,5,White,,5,1,0,,,-0.381797181,-0.66
147268210,Male,65,6,White,,5,1,1,-0.411989495,,0.1156854125491157,0.3
147268290,Female,61,5,White,,4,1,1,,,1.7807291959570102,0.26
147268330,Female,66,6,White,ALevel,5,1,0,0.4764424111947792,-0.002608628,0.8771383622783356,-0.45
147269050,Female,60,5,White,GCSE,3,3,1,-0.112518066,-0.245895055,-2.930126386,0.28
147269090,Male,39,3,White,GCSE,3,3,1,-1.000949972,-1.279862371,-1.265082603,-0.27
147269130,Male,64,5,White,,1,1,1,-1.59989283,,-3.894633456,-2.57
147269170,Female,36,3,White,University,1,2,1,1.0454381264173331,0.7272506537972183,-0.087368707,0.51
147269210,Male,75,7,White,University,1,2,0,0.4365128873195124,0.3623210129898906,0.1461435305382845,0.2
147269250,Male,77,7,White,,3,2,0,,0.3623210129898906,-0.036605177,0.02
147269290,Female,37,3,White,ALevel,4,2,0,-0.392024733,,0.1461435305382845,-0.24
147270050,Female,53,4,White,University,3,2,0,,-1.502874929,-2.442796499,-0.21
147270090,Female,39,3,White,ALevel,2,4,0,-0.112518066,-0.306716662,0.1156854125491157,1.22
147270130,Female,32,2,White,,5,2,0,,,0.1969070605202325,1.22
147270170,Female,29,2,White,University,1,1,1,,,0.8162221262999981,-1.98
147270250,Female,62,5,White,,5,1,0,1.3548919364506518,,-0.067063295,0.56
147270290,Male,26,2,White,,5,1,0,2.2433238426753412,,0.5725571823866478,-1.53
147271050,Female,54,4,White,,5,1,0,-1.29043902,,-1.305693427,-2.74
147271170,Female,42,3,White,University,5,2,0,0.4764424111947792,0.8488938673996609,0.3593503564624661,0.26
147271210,Male,70,6,White,ALevel,1,4,0,0.4564776492571459,-0.428359875,-1.001112247,-0.23
147271250,Male,55,5,White,University,2,5,0,0.5063895541012295,,0.3593503564624661,0.24
147272170,Female,33,2,White,GCSE,1,4,0,0.7659314592904646,-0.124251841,-0.331033651,1.22
147272210,Female,68,6,White,GCSE,4,1,0,,,0.3491976504660765,-1.08
147272250,Female,54,4,White,University,1,5,0,,,1.0801924822061275,0.04
147272290,Female,45,4,White,GCSE,3,3,0,-0.112518066,-0.043156366,-0.087368707,-0.31
147272330,Female,40,3,White,ALevel,7,3,1,0.4764424111947792,-0.083704104,0.8162221262999981,-0.5
